,date,id,area_id,is_city,city_name,population,num_reports,symptoms_ratio,symptoms_ratio_confidence,num_reports_weighted,symptoms_ratio_weighted,symptoms_ratio_confidence_weighted
7761,2020-09-03,59,0090,1,HEFZI-BAH,440,0,,,7,0.827,0.0
8141,2020-09-03,62,0095,1,BET ALFA,1140,0,,,6,0.839,0.0
8315,2020-09-03,63,0096,1,YAGUR,1500,0,,,4,0.83,0.0
8560,2020-09-03,65,0098,1,KEFAR MALAL,330,1,,,3,0.833,0.0
8734,2020-09-03,66,0099,1,MIZPE RAMON,5060,0,,,4,0.786,0.0
9098,2020-09-03,69,0104,1,MIZRA,600,0,,,2,0.95,0.0
9584,2020-09-03,74,0115,1,HOFIT,760,0,,,8,0.846,0.0
9758,2020-09-03,75,0122,1,RAMAT YISHAY,7200,1,,,64,0.793,0.5
9930,2020-09-03,76,0126,1,SARID,830,2,,,14,0.862,0.0
10177,2020-09-03,78,0128,1,GAT RIMMON,280,0,,,6,0.822,0.0
10352,2020-09-03,79,0130,1,MISHMAR HAEMEQ,1170,3,,,18,0.808,0.0
10520,2020-09-03,80,0132,1,KEFAR BARUKH,450,0,,,2,0.816,0.0
10823,2020-09-03,82,0134,1,YIF'AT,970,0,,,6,0.825,0.0
10997,2020-09-03,83,0135,1,RAMAT DAWID,380,1,,,4,0.789,0.0
11168,2020-09-03,84,0139,1,EN SHEMER,560,2,,,12,0.826,0.0
11505,2020-09-03,87,0142,1,SEDE YA'AQOV,1240,0,,,9,0.793,0.0
11806,2020-09-03,89,0144,1,GAN SHELOMO,470,1,,,3,0.8,0.0
12130,2020-09-03,92,0147,1,GIV'AT BRENNER,2560,8,,,40,0.791,0.5
12305,2020-09-03,93,0154,1,TEL MOND,11020,8,,,144,0.848,0.5
12478,2020-09-03,94,0155,1,BE'ER TOVIYYA,920,0,,,4,0.83,0.0
12737,2020-09-03,96,0157,1,EN WERED,1370,0,,,32,0.799,0.0
12911,2020-09-03,97,0158,1,NA'AN,1440,0,,,2,0.804,0.0
13084,2020-09-03,98,0159,1,BET HANAN,530,0,,,6,0.834,0.0
13258,2020-09-03,99,0160,1,HULDA,500,1,,,10,0.791,0.0
13432,2020-09-03,100,0162,1,HERUT,1300,0,,,11,0.809,0.0
13605,2020-09-03,101,0163,1,TIMMORIM,800,0,,,3,0.815,0.0
13965,2020-09-03,104,0166,1,GAN YAVNE,20700,6,,,98,0.79,0.5
14140,2020-09-03,105,0167,1,EN HAHORESH,730,0,,,5,0.861,0.0
14314,2020-09-03,106,0168,1,KEFAR YONA,19960,4,,,136,0.776,0.5
14590,2020-09-03,108,0171,1,PARDESIYYA,5480,0,,,43,0.808,0.5
14764,2020-09-03,109,0173,1,GIV'AT HAYYIM(ME'UHAD),980,0,,,1,0.86,0.0
14936,2020-09-03,110,0174,1,NETA'IM,580,0,,,5,0.803,0.0
15110,2020-09-03,111,0175,1,AVIHAYIL,1390,0,,,11,0.842,0.0
15269,2020-09-03,112,0176,1,AFIQIM,1440,2,,,13,0.832,0.0
15444,2020-09-03,113,0177,1,KEFAR BILU,1240,1,,,8,0.815,0.0
15730,2020-09-03,115,0182,1,EVEN YEHUDA,12410,4,,,130,0.786,0.5
16062,2020-09-03,117,0184,1,RAMAT HAKOVESH,960,0,,,7,0.813,0.0
16251,2020-09-03,119,0187,1,KEFAR HESS,1520,0,,,1,0.792,0.0
16651,2020-09-03,122,0190,1,KEFAR VITKIN,2020,0,,,7,0.83,0.0
16823,2020-09-03,123,0191,1,HADAR AM,520,0,,,5,0.851,0.0
16997,2020-09-03,124,0192,1,KEFAR HAHORESH,560,2,,,13,0.791,0.0
17169,2020-09-03,125,0193,1,KEFAR HAYYIM,610,0,,,3,0.859,0.0
17315,2020-09-03,126,0194,1,MISHMAR HASHARON,500,0,,,1,0.85,0.0
17490,2020-09-03,127,0195,1,QADIMA-ZORAN,17960,3,,,120,0.795,0.5
17653,2020-09-03,128,0196,1,GIBBETON,290,0,,,2,0.91,0.0
17828,2020-09-03,129,0197,1,MA'BAROT,920,1,,,3,0.836,0.0
18002,2020-09-03,130,0198,1,ZOFIT,1280,0,,,7,0.817,0.0
18463,2020-09-03,133,0202,1,BET OVED,270,2,,,13,0.862,0.0
18712,2020-09-03,135,0205,1,HOGLA,800,0,,,3,0.809,0.0
18886,2020-09-03,136,0206,1,RAMOT HASHAVIM,1640,0,,,14,0.814,0.0
19059,2020-09-03,137,0207,1,GIV'AT HEN,390,0,,,2,0.854,0.0
19234,2020-09-03,138,0208,1,MOZA ILLIT,920,0,,,5,0.878,0.0
19425,2020-09-03,140,0213,1,MISHMAROT,430,0,,,2,0.813,0.0
19597,2020-09-03,141,0217,1,KEFAR HARO'E,1250,0,,,3,0.818,0.0
19768,2020-09-03,142,0218,1,GANNE AM,240,0,,,3,0.855,0.0
20103,2020-09-03,144,0220,1,KEFAR BIALIK,830,0,,,1,0.844,0.0
20273,2020-09-03,145,0223,1,EN IRON,530,0,,,2,0.819,0.0
20442,2020-09-03,146,0224,1,SHOSHANNAT HAAMAQIM,550,0,,,2,0.838,0.0
20615,2020-09-03,147,0225,1,GAN HASHOMERON,790,0,,,2,0.834,0.0
20790,2020-09-03,148,0229,1,GANNE TIQWA,14260,1,,,181,0.839,0.5
20963,2020-09-03,149,0230,1,MA'AS,780,2,,,21,0.801,0.0
21137,2020-09-03,150,0232,1,SHEFAYIM,1140,1,,,9,0.785,0.0
21301,2020-09-03,151,0233,1,KEFAR YEDIDYA,730,0,,,2,0.83,0.0
21475,2020-09-03,152,0234,1,BIZZARON,1200,0,,,7,0.828,0.0
21640,2020-09-03,153,0235,1,HAVAZZELET HASHARON,570,0,,,2,0.86,0.0
21935,2020-09-03,155,0239,1,GAN HAYYIM,830,1,,,11,0.804,0.0
22110,2020-09-03,156,0240,1,YOQNE'AM ILLIT,20260,4,,,105,0.814,0.5
22285,2020-09-03,157,0241,1,YOQNE'AM(MOSHAVA),1300,2,,,20,0.825,0.0
22616,2020-09-03,159,0246,1,NETIVOT,28710,0,,,23,0.755,0.0
22790,2020-09-03,160,0247,1,RISHPON,1340,0,,,3,0.864,0.0
22959,2020-09-03,161,0248,1,BET SHE'ARIM,720,0,,,1,0.845,0.0
23132,2020-09-03,162,0249,1,KEFAR SIRKIN,1290,0,,,7,0.811,0.0
23306,2020-09-03,163,0250,1,HAZOREA,860,0,,,2,0.851,0.0
23470,2020-09-03,164,0252,1,BITAN AHARON,390,1,,,3,0.827,0.0
23644,2020-09-03,165,0253,1,HULATA,530,2,,,8,0.821,0.0
24128,2020-09-03,169,0257,1,NOFEKH,460,0,,,1,0.798,0.0
24465,2020-09-03,171,0262,1,GINNOSAR,490,0,,,2,0.925,0.0
24742,2020-09-03,173,0264,1,SHA'AR HAGOLAN,570,0,,,7,0.866,0.0
24924,2020-09-03,175,0267,1,KEFAR SHEMARYAHU,1770,0,,,20,0.873,0.0
25261,2020-09-03,177,0269,1,MOLEDET,950,0,,,3,0.825,0.0
25575,2020-09-03,179,0272,1,MA'OZ HAYYIM,430,0,,,6,0.838,0.0
25832,2020-09-03,181,0274,1,KEFAR MENAHEM,1220,0,,,10,0.789,0.0
26006,2020-09-03,182,0276,1,ZUR MOSHE,3290,2,,,19,0.833,0.0
26155,2020-09-03,183,0278,1,USHA,460,0,,,1,0.855,0.0
26484,2020-09-03,186,0282,1,SHAVE ZIYYON,970,0,,,7,0.817,0.0
26658,2020-09-03,187,0284,1,SEDE WARBURG,1480,0,,,9,0.807,0.0
27055,2020-09-03,190,0287,1,TEL YIZHAQ,960,1,,,12,0.99,0.0
27229,2020-09-03,191,0288,1,BET YEHOSHUA,1000,2,,,20,0.795,0.0
27404,2020-09-03,192,0289,1,EN HAMIFRAZ,1170,2,,,13,0.838,0.0
27680,2020-09-03,194,0292,1,SHARONA,550,0,,,2,0.833,0.0
27966,2020-09-03,196,0294,1,ELON,950,1,,,4,0.823,0.0
28139,2020-09-03,197,0295,1,KEFAR RUPPIN,430,1,,,7,0.815,0.0
28562,2020-09-03,201,0300,1,DALIYYA,770,0,,,2,0.869,0.0
28732,2020-09-03,202,0301,1,BET UZZI'EL,540,0,,,3,0.81,0.0
29316,2020-09-03,207,0306,1,SHADMOT DEVORA,570,0,,,2,0.827,0.0
29583,2020-09-03,209,0308,1,MAHANAYIM,540,0,,,1,0.839,0.0
30229,2020-09-03,213,0312,1,NEWE YAM,240,0,,,2,0.818,0.0
30400,2020-09-03,214,0313,1,AFEQ,510,0,,,2,0.84,0.0
30575,2020-09-03,215,0315,1,NEGBA,810,0,,,2,0.823,0.0
30749,2020-09-03,216,0316,1,KEFAR NETTER,1100,1,,,6,0.785,0.0
31096,2020-09-03,219,0319,1,AMIR,540,0,,,1,0.842,0.0
31270,2020-09-03,220,0320,1,KEFAR WARBURG,1030,1,,,8,0.788,0.0
31662,2020-09-03,223,0325,1,MAZZUVA,990,0,,,3,0.802,0.0
31837,2020-09-03,224,0326,1,BET YIZHAQ-SH. HEFER,2000,0,,,5,0.85,0.0
32177,2020-09-03,227,0329,1,SEDE NEHEMYA,880,0,,,2,0.804,0.0
32456,2020-09-03,229,0331,1,NIR ZEVI,1240,0,,,2,0.835,0.0
33096,2020-09-03,234,0339,1,RAMAT ZEVI,550,0,,,4,0.785,0.0
33269,2020-09-03,235,0340,1,GAT(QIBBUZ),640,0,,,2,0.847,0.0
33637,2020-09-03,238,0344,1,MA'ANIT,650,0,,,7,0.817,0.0
33919,2020-09-03,240,0346,1,GELIL YAM,430,1,,,5,0.812,0.0
34332,2020-09-03,243,0351,1,NIZZAN,1190,0,,,4,0.783,0.0
34490,2020-09-03,244,0352,1,GEVULOT,270,0,,,2,0.808,0.0
34810,2020-09-03,247,0355,1,HORESHIM,290,0,,,2,0.841,0.0
35100,2020-09-03,249,0357,1,KEFAR BLUM,540,0,,,1,0.835,0.0
35273,2020-09-03,250,0358,1,YAD MORDEKHAY,670,0,,,11,0.822,0.0
35731,2020-09-03,253,0362,1,RUHAMA,550,0,,,1,0.863,0.0
35890,2020-09-03,254,0363,1,HAFEZ HAYYIM,390,0,,,1,0.788,0.0
36060,2020-09-03,255,0364,1,KEFAR URIYYA,850,0,,,3,0.843,0.0
36233,2020-09-03,256,0365,1,BET QESHET,480,0,,,8,0.793,0.0
36407,2020-09-03,257,0366,1,SHAMIR,910,3,,,23,0.785,0.0
36844,2020-09-03,260,0369,1,GAL'ED (EVEN YIZHAQ),420,1,,,5,0.801,0.0
37011,2020-09-03,261,0370,1,GEZER,260,0,,,2,0.795,0.0
37268,2020-09-03,264,0373,1,BET HALEWI,740,0,,,2,0.835,0.0
37543,2020-09-03,266,0375,1,MAGGAL,990,1,,,9,0.792,0.0
37844,2020-09-03,268,0377,1,HAMA'PIL,750,0,,,3,0.821,0.0
38006,2020-09-03,269,0378,1,MISGAV AM,260,0,,,3,0.782,0.0
38178,2020-09-03,270,0379,1,GE'ULIM,910,0,,,2,0.833,0.0
38332,2020-09-03,271,0380,1,LAHAVOT HABASHAN,760,0,,,1,0.844,0.0
38506,2020-09-03,272,0382,1,MIKHMORET,1270,0,,,3,0.829,0.0
38679,2020-09-03,273,0383,1,EN HANAZIV,600,2,,,14,0.809,0.0
39012,2020-09-03,275,0386,1,BENE DEROR,1220,0,,,10,0.955,0.0
39186,2020-09-03,276,0387,1,KEFAR MONASH,920,0,,,2,0.826,0.0
39503,2020-09-03,278,0389,1,BAZRA,1140,0,,,9,0.905,0.0
39676,2020-09-03,279,0390,1,REGBA,1040,0,,,3,0.841,0.0
39875,2020-09-03,281,0393,1,GAL'ON,350,0,,,2,0.823,0.0
40195,2020-09-03,283,0395,1,MISHMAR HANEGEV,780,0,,,1,0.849,0.0
40505,2020-09-03,285,0397,1,HAZERIM,770,1,,,6,0.831,0.0
40636,2020-09-03,286,0398,1,SHARSHERET,280,0,,,3,0.823,0.0
41081,2020-09-03,289,0402,1,NIR YIZHAQ,630,0,,,1,0.835,0.0
41252,2020-09-03,290,0403,1,URIM,480,3,,,17,0.823,0.0
41426,2020-09-03,291,0405,1,NEWE ILAN,780,0,,,1,0.833,0.0
41600,2020-09-03,292,0406,1,HAZOR-ASHDOD,510,1,,,4,0.838,0.0
42007,2020-09-03,295,0409,1,YEHI'AM,400,0,,,5,0.81,0.0
42300,2020-09-03,298,0414,1,QELAHIM,510,0,,,3,0.837,0.0
42541,2020-09-03,300,0416,1,MA'YAN BARUKH,660,1,,,9,0.786,0.0
42832,2020-09-03,302,0418,1,BENE ZIYYON,1320,0,,,11,0.822,0.0
43005,2020-09-03,303,0419,1,SA'AD,760,0,,,17,0.854,0.0
43284,2020-09-03,305,0422,1,HEREV LE'ET,810,0,,,4,0.814,0.0
43457,2020-09-03,306,0423,1,HAOGEN,770,0,,,2,0.851,0.0
43626,2020-09-03,307,0424,1,GEVIM,400,1,,,3,0.786,0.0
43799,2020-09-03,308,0425,1,MISHMERET,1020,0,,,2,0.806,0.0
43974,2020-09-03,309,0426,1,EN KARMEL,790,0,,,4,0.796,0.0
44425,2020-09-03,312,0429,1,ALLONE ABBA,920,0,,,9,0.882,0.0
44599,2020-09-03,313,0430,1,BET LEHEM HAGELILIT,770,0,,,6,0.818,0.0
44998,2020-09-03,316,0433,1,NAHSHOLIM,580,0,,,5,0.824,0.0
45170,2020-09-03,317,0434,1,HAHOTERIM,640,0,,,2,0.787,0.0
45290,2020-09-03,318,0435,1,NEZER SERENI,680,0,,,1,0.796,0.0
46086,2020-09-03,325,0444,1,REGAVIM,300,2,,,12,0.813,0.0
46260,2020-09-03,326,0445,1,RAMOT MENASHE,1040,0,,,9,0.828,0.0
46424,2020-09-03,327,0446,1,UDIM,1230,0,,,1,0.822,0.0
46596,2020-09-03,328,0447,1,NORDIYYA,2030,1,,,28,0.911,0.0
46769,2020-09-03,329,0448,1,BENE ATAROT,920,0,,,8,0.812,0.0
46941,2020-09-03,330,0449,1,NEHALIM,1640,1,,,17,0.796,0.0
47115,2020-09-03,331,0450,1,BE'EROT YIZHAQ,390,1,,,5,0.824,0.0
47288,2020-09-03,332,0452,1,YIZRE'EL,550,0,,,2,0.86,0.0
47458,2020-09-03,333,0453,1,YIFTAH,510,0,,,1,0.845,0.0
47631,2020-09-03,334,0454,1,SA'AR,700,0,,,2,0.831,0.0
47803,2020-09-03,335,0456,1,SHORESH,760,1,,,15,0.964,0.0
48088,2020-09-03,337,0460,1,RAMAT RAZI'EL,610,0,,,2,0.832,0.0
48262,2020-09-03,338,0462,1,TAL SHAHAR,1140,0,,,3,0.808,0.0
48436,2020-09-03,339,0463,1,GA'TON,530,0,,,2,0.834,0.0
48689,2020-09-03,341,0465,1,ZOVA,600,1,,,2,0.816,0.0
48863,2020-09-03,342,0466,1,BET DAGAN,7050,0,,,15,0.798,0.0
49037,2020-09-03,343,0469,1,QIRYAT EQRON,10500,2,,,18,0.825,0.0
49776,2020-09-03,349,0481,1,MUGHAR,20710,0,,,2,0.752,0.0
50252,2020-09-03,353,0487,1,JISH(GUSH HALAV),2960,0,,,2,0.808,0.0
50400,2020-09-03,354,0489,1,DABURIYYA,9450,0,,,1,0.786,0.0
51236,2020-09-03,362,0499,1,YAFI,17670,0,,,4,0.769,0.0
51685,2020-09-03,366,0507,1,KAFAR YASIF,9120,0,,,6,0.786,0.0
51989,2020-09-03,368,0509,1,KAFAR KANNA,20040,0,,,1,0.771,0.0
52137,2020-09-03,369,0510,1,KAFAR MANDA,17820,0,,,1,0.74,0.0
52959,2020-09-03,379,0523,1,NEIN,1720,0,,,1,0.782,0.0
53200,2020-09-03,381,0525,1,SAJUR,3940,0,,,1,0.76,0.0
53579,2020-09-03,385,0529,1,I'BILLIN,12280,0,,,2,0.784,0.0
53749,2020-09-03,386,0530,1,EILABUN,5180,0,,,1,0.795,0.0
54113,2020-09-03,389,0534,1,ISIFYA,11280,0,,,1,0.775,0.0
54365,2020-09-03,391,0536,1,PEQI'IN (BUQEI'A),5440,0,,,3,0.792,0.0
54940,2020-09-03,397,0542,1,REINE,15620,0,,,3,0.973,0.0
55113,2020-09-03,398,0543,1,RAME,7270,0,,,6,0.79,0.0
55413,2020-09-03,401,0549,1,GANNOT HADAR,850,0,,,1,0.809,0.0
55588,2020-09-03,402,0553,1,NIR BANIM,660,0,,,4,0.827,0.0
55761,2020-09-03,403,0555,1,SHEDEMA,580,0,,,5,0.813,0.0
55934,2020-09-03,404,0559,1,BUSTAN HAGALIL,830,1,,,7,0.811,0.0
56108,2020-09-03,405,0562,1,BET EL'AZARI,1390,0,,,6,0.785,0.0
56567,2020-09-03,408,0565,1,AZOR,11700,0,,,59,0.809,0.5
56848,2020-09-03,411,0570,1,ME'ONA,890,0,,,1,0.817,0.0
57022,2020-09-03,412,0571,1,BET GAMLI'EL,920,0,,,8,0.937,0.0
57259,2020-09-03,414,0573,1,MAVQI'IM,370,0,,,2,0.784,0.0
57433,2020-09-03,415,0574,1,GESHER HAZIW,1540,0,,,8,0.817,0.0
57598,2020-09-03,416,0575,1,YAS'UR,570,0,,,1,0.835,0.0
57771,2020-09-03,417,0576,1,KABRI,910,0,,,5,0.838,0.0
57944,2020-09-03,418,0577,1,YAD BINYAMIN,3750,0,,,4,0.745,0.0
58227,2020-09-03,420,0579,1,KEFAR ROSH HANIQRA,1230,0,,,8,0.819,0.0
58401,2020-09-03,421,0580,1,KEREM MAHARAL,680,0,,,9,0.803,0.0
58574,2020-09-03,422,0582,1,KEFAR HANAGID,1260,1,,,12,0.824,0.0
59043,2020-09-03,425,0586,1,MEGIDDO,810,0,,,2,0.83,0.0
59218,2020-09-03,426,0587,1,SAVYON,3340,1,,,69,0.858,0.5
59392,2020-09-03,427,0588,1,BENE RE'EM,1370,0,,,8,0.775,0.0
59881,2020-09-03,430,0591,1,ASERET,980,0,,,4,0.853,0.0
60048,2020-09-03,431,0592,1,BENE DAROM,560,0,,,1,0.787,0.0
60206,2020-09-03,432,0593,1,ARUGOT,1040,0,,,1,0.817,0.0
60381,2020-09-03,433,0594,1,ZAFRIYYA,910,0,,,5,0.794,0.0
60669,2020-09-03,435,0596,1,MALKIYYA,450,0,,,1,0.864,0.0
60843,2020-09-03,436,0597,1,PALMAHIM,490,2,,,8,0.79,0.0
61009,2020-09-03,437,0598,1,BET QAMA,1240,0,,,2,0.791,0.0
61177,2020-09-03,438,0599,1,PAROD,290,0,,,1,0.845,0.0
61561,2020-09-03,441,0604,1,BET ARIF,1070,3,,,14,0.798,0.0
61801,2020-09-03,443,0606,1,MAZOR,1290,0,,,12,0.803,0.0
62180,2020-09-03,446,0610,1,SITRIYYA,970,0,,,8,0.802,0.0
62338,2020-09-03,447,0612,1,ZERUFA,1050,0,,,2,0.807,0.0
62485,2020-09-03,448,0613,1,ZIPPORI,800,0,,,1,0.81,0.0
62727,2020-09-03,450,0615,1,QIDRON,1550,0,,,4,0.824,0.0
63152,2020-09-03,453,0618,1,HADID,750,0,,,2,0.811,0.0
63783,2020-09-03,458,0627,1,JALJULYE,8910,0,,,2,0.785,0.0
63966,2020-09-03,460,0633,1,KAFAR BARA,3070,0,,,1,0.751,0.0
64594,2020-09-03,465,0638,1,QALANSAWE,20190,0,,,1,0.767,0.0
65308,2020-09-03,471,0661,1,SHA'AR EFRAYIM,1630,0,,,3,0.81,0.0
65478,2020-09-03,472,0662,1,HOSEN,910,0,,,1,0.777,0.0
65649,2020-09-03,473,0663,1,TIRAT YEHUDA,1150,0,,,1,0.804,0.0
65881,2020-09-03,475,0665,1,TEQUMA,560,0,,,1,0.794,0.0
66055,2020-09-03,476,0666,1,OMER,7200,0,,,75,0.825,0.5
66228,2020-09-03,477,0667,1,BAR'AM,570,1,,,11,0.854,0.0
66401,2020-09-03,478,0668,1,MEFALLESIM,920,1,,,3,0.813,0.0
66570,2020-09-03,479,0670,1,MISHMAR AYYALON,470,0,,,2,0.822,0.0
66744,2020-09-03,480,0672,1,BET NEQOFA,580,0,,,8,0.806,0.0
66917,2020-09-03,481,0673,1,KEFAR TRUMAN,810,0,,,4,0.802,0.0
67086,2020-09-03,482,0674,1,LIMAN,650,0,,,7,0.794,0.0
67467,2020-09-03,485,0677,1,HASOLELIM,820,1,,,7,0.795,0.0
67717,2020-09-03,487,0679,1,AVI'EL,750,0,,,1,0.808,0.0
68054,2020-09-03,489,0681,1,GIV'AT SHEMU'EL,23700,4,,,206,0.774,1.0
68360,2020-09-03,491,0683,1,GEVA  KARMEL,1090,0,,,2,0.825,0.0
68644,2020-09-03,493,0685,1,BENAYA,790,0,,,3,0.821,0.0
68818,2020-09-03,494,0686,1,NEWE YAMIN,1120,3,,,17,0.79,0.0
68992,2020-09-03,495,0687,1,EN AYYALA,1100,0,,,7,0.944,0.0
69234,2020-09-03,497,0689,1,MEGADIM,1190,3,,,21,0.785,0.0
69407,2020-09-03,498,0690,1,KEFAR AHIM,730,0,,,4,0.811,0.0
69579,2020-09-03,499,0692,1,SHAFIR,750,0,,,5,0.778,0.0
69891,2020-09-03,501,0694,1,MA'AGAN MIKHA'EL,1730,0,,,4,0.809,0.0
70207,2020-09-03,503,0696,1,KEFAR HABAD,5290,0,,,1,0.761,0.0
70381,2020-09-03,504,0697,1,BE'EROTAYIM,1020,0,,,2,0.806,0.0
70554,2020-09-03,505,0698,1,BURGETA,1050,0,,,3,0.856,0.0
70727,2020-09-03,506,0699,1,NIR YISRA'EL,830,0,,,1,0.785,0.0
70901,2020-09-03,507,0700,1,HAZAV,1330,0,,,1,0.821,0.0
71487,2020-09-03,512,0706,1,GE'A,890,0,,,1,0.826,0.0
71660,2020-09-03,513,0707,1,KEFAR DANIYYEL,680,0,,,5,0.805,0.0
71910,2020-09-03,515,0709,1,TIFRAH,2050,0,,,2,0.77,0.0
72085,2020-09-03,516,0710,1,BET ZAYIT,1560,0,,,10,0.82,0.0
72251,2020-09-03,517,0711,1,AZARYA,1100,0,,,3,0.802,0.0
72702,2020-09-03,520,0714,1,EREZ,480,2,,,12,0.797,0.0
73256,2020-09-03,524,0718,1,YARHIV,870,0,,,1,0.813,0.0
73564,2020-09-03,526,0720,1,NIR GALLIM,1210,0,,,2,0.817,0.0
73849,2020-09-03,528,0722,1,MAGSHIMIM,1040,0,,,4,0.824,0.0
74281,2020-09-03,531,0727,1,TALME YEHI'EL,850,0,,,1,0.81,0.0
74590,2020-09-03,533,0730,1,ELIFELET,560,2,,,14,0.8,0.0
74761,2020-09-03,534,0731,1,MESHAR,770,0,,,7,0.817,0.0
74933,2020-09-03,535,0732,1,MISHMAR HAYARDEN,590,1,,,8,0.788,0.0
75107,2020-09-03,536,0734,1,GAN YOSHIYYA,930,0,,,4,0.815,0.0
75282,2020-09-03,537,0735,1,RAMOT ME'IR,760,1,,,5,0.805,0.0
75920,2020-09-03,542,0740,1,ESHTA'OL,1100,0,,,3,0.79,0.0
76093,2020-09-03,543,0741,1,SHO'EVA,620,0,,,3,0.835,0.0
76263,2020-09-03,544,0742,1,MESILLAT ZIYYON,1220,0,,,1,0.798,0.0
76438,2020-09-03,545,0743,1,KEFAR SHEMU'EL,830,2,,,14,0.771,0.0
76610,2020-09-03,546,0744,1,TALME YAFE,690,1,,,6,0.777,0.0
76784,2020-09-03,547,0745,1,GIMZO,1070,0,,,2,0.79,0.0
77442,2020-09-03,553,0751,1,BET ME'IR,780,0,,,2,0.783,0.0
77616,2020-09-03,554,0752,1,TA'OZ,570,0,,,4,0.825,0.0
77790,2020-09-03,555,0753,1,YANUV,850,0,,,3,0.822,0.0
78026,2020-09-03,557,0756,1,BET EZRA,1070,0,,,1,0.887,0.0
78201,2020-09-03,558,0757,1,MAZLIAH,1250,0,,,3,0.819,0.0
78660,2020-09-03,561,0760,1,BEN ZAKKAY,970,0,,,2,0.8,0.0
78946,2020-09-03,564,0763,1,SHETULIM,1880,0,,,3,0.79,0.0
79120,2020-09-03,565,0764,1,KEFAR MORDEKHAY,600,1,,,7,0.819,0.0
79295,2020-09-03,566,0765,1,MISGAV DOV,700,2,,,19,0.79,0.0
79787,2020-09-03,570,0769,1,NIR EZYON,830,0,,,2,0.772,0.0
79961,2020-09-03,571,0771,1,MEVO BETAR,520,1,,,4,0.791,0.0
80303,2020-09-03,573,0773,1,AMMIQAM,690,0,,,5,0.786,0.0
80460,2020-09-03,574,0774,1,ZURI'EL,310,0,,,2,0.809,0.0
80633,2020-09-03,575,0775,1,YAD NATAN,550,0,,,1,0.827,0.0
80742,2020-09-03,576,0776,1,MAHSEYA,410,0,,,1,0.793,0.0
81149,2020-09-03,579,0779,1,AMMINADAV,1030,1,,,8,0.791,0.0
81323,2020-09-03,580,0780,1,ORA,1230,0,,,5,0.788,0.0
81497,2020-09-03,581,0783,1,EVEN SAPPIR,680,1,,,6,0.79,0.0
81666,2020-09-03,582,0784,1,BET NEHEMYA,890,0,,,2,0.833,0.0
82055,2020-09-03,585,0787,1,GIV'AT YE'ARIM,1370,0,,,3,0.805,0.0
82228,2020-09-03,586,0788,1,ZETAN,1040,0,,,3,0.815,0.0
82399,2020-09-03,587,0789,1,RANNEN,550,0,,,2,1.023,0.0
82571,2020-09-03,588,0791,1,MASH'EN,940,0,,,1,0.813,0.0
83277,2020-09-03,594,0797,1,AHI'EZER,1850,0,,,2,0.837,0.0
