,date,id,area_id,is_city,city_name,population,num_reports,symptoms_ratio,symptoms_ratio_confidence,num_reports_weighted,symptoms_ratio_weighted,symptoms_ratio_confidence_weighted
708,2020-10-06,7,0016,1,BET NIR,530,0,,,2,0.929,0.0
1635,2020-10-06,13,0026,1,ROSH PINNA,2780,0,,,23,0.924,0.0
1912,2020-10-06,15,0028,1,MAZKERET BATYA,10680,0,,,7,0.899,0.0
2296,2020-10-06,17,0031,1,OFAQIM,24640,0,,,1,0.949,0.0
2580,2020-10-06,19,0033,1,BAT SHELOMO,550,0,,,4,0.909,0.0
3269,2020-10-06,25,0043,1,METULA,1560,0,,,9,0.93,0.0
3712,2020-10-06,28,0047,1,KEFAR TAVOR,3220,0,,,9,0.923,0.0
3915,2020-10-06,29,0048,1,MENAHEMYA,1010,0,,,1,1.199,0.0
5629,2020-10-06,41,0066,1,MERHAVYA(QIBBUZ),1080,0,,,1,0.937,0.0
6078,2020-10-06,44,0070,1,ASHDOD,214890,0,,,28,0.929,0.0
6351,2020-10-06,46,0072,1,GAN SHEMU'EL,860,0,,,4,0.968,0.0
6838,2020-10-06,49,0077,1,AYYELET HASHAHAR,1570,0,,,5,0.964,0.0
6956,2020-10-06,50,0078,1,QIRYAT ANAVIM,430,0,,,1,0.961,0.0
7347,2020-10-06,52,0080,1,NAHALAL,920,0,,,6,0.931,0.0
8409,2020-10-06,59,0090,1,HEFZI-BAH,440,1,,,2,0.949,0.0
9450,2020-10-06,66,0099,1,MIZPE RAMON,5060,1,,,5,0.912,0.0
10548,2020-10-06,75,0122,1,RAMAT YISHAY,7200,0,,,11,0.959,0.0
11195,2020-10-06,79,0130,1,MISHMAR HAEMEQ,1170,2,,,19,0.936,0.0
11713,2020-10-06,82,0134,1,YIF'AT,970,0,,,3,0.927,0.0
12102,2020-10-06,84,0139,1,EN SHEMER,560,0,,,9,1.028,0.0
12783,2020-10-06,89,0144,1,GAN SHELOMO,470,0,,,2,0.931,0.0
13140,2020-10-06,92,0147,1,GIV'AT BRENNER,2560,2,,,37,0.907,0.0
13348,2020-10-06,93,0154,1,TEL MOND,11020,0,,,29,0.91,0.0
13823,2020-10-06,96,0157,1,EN WERED,1370,0,,,15,0.907,0.0
14030,2020-10-06,97,0158,1,NA'AN,1440,0,,,4,0.927,0.0
14420,2020-10-06,99,0160,1,HULDA,500,0,,,6,0.93,0.0
15187,2020-10-06,104,0166,1,GAN YAVNE,20700,0,,,35,0.858,0.0
15599,2020-10-06,106,0168,1,KEFAR YONA,19960,0,,,26,0.914,0.0
15908,2020-10-06,108,0171,1,PARDESIYYA,5480,0,,,6,0.94,0.0
16650,2020-10-06,112,0176,1,AFIQIM,1440,0,,,9,0.956,0.0
